resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,weekDay 5,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 4,legendControl 5,enConDesc 2,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 6,dayInfo 7,dayInfo 8,dayInfo 9,colInst 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,legendControl 6,legendControl 7,enConDesc 3,enConList 3,extraTxt 12,weekDay 7,weekDay href 3,extraTxt 13,alignC,enConList 4
SLA,Communism and Culture,SLA346H1-S,"Probes the paradoxes of politics, culture and everyday life by analyzing the complex coexistence of art and literature with changing cultural politics in a totalitarian and post-totalitarian system, with simplistic ideology and political dissent, and with prevailing myths about the West and the East. Readings in English (Polish for majors).",SLA216Y1,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Wednesday,—,15:00,17:00,,,,,AH 107,https://map.utoronto.ca/?id=1809#!m/494578,,,"Jezyk, A.",of  available,26,35,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLA,The Balkan Geographic Imaginary,SLA347H1-S,"This course examines the symbolic definitions of space in South Eastern Europe and the aesthetic, social, and political implications of these practices. It will draw on theories and the social construction of space to study cultural mapping through cartography, architecture, monumental sculptures, memorials, cemeteries, literature, and film.",Completion of 4.0 credits,Prerequisite:,SLA227H1 or SLA217H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,Wednesday,—,14:00,16:00,,,,,AH 304,https://map.utoronto.ca/?id=1809#!m/494578,,,"Mandusic, Z.",of  available,25,25,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creative and Cultural Representations (1),,,Breadth Requirement:,,
SLA,The Finnish Short Story,FIN350H1-S,"Historical, structural, and thematic study of the short fiction of Finland from the Romanticism of the 19th century to contemporary post-structuralism and post-modernism. Works of Runeberg, Topelius, Kivi, Canth, Aho, Jotuni, Lehtonen, Schildt, Sillanpaa, Haanpaa, Meri, Hyry, Salama, Mukka, Liksom, and others. Readings in English. (Offered in alternate years)",Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,13:00,15:00,,,,,WI 2006,https://map.utoronto.ca/?id=1809#!m/494503,,,"Muhonen, A.",of  available,12,20,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Marketing Management,RSM350H1-F,"This course employs the case method of instruction to develop the skills required of marketing managers. Students will learn to diagnose marketing problems and develop, present, and defend their recommendations. They will also gain experience analyzing marketing situations, identifying market opportunities, developing marketing strategies, and designing the marketing mix. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM250H1,Prerequisite:,RSM251H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC5101,Thursday,—,17:00,19:00,Thursday,—,19:00,21:00,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,"Volpe, L.",of  available,1,59,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5201,"Volpe, L.",of  available,3,59,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
COMPG,Marketing Management,RSM350H1-S,"This course employs the case method of instruction to develop the skills required of marketing managers. Students will learn to diagnose marketing problems and develop, present, and defend their recommendations. They will also gain experience analyzing marketing situations, identifying market opportunities, developing marketing strategies, and designing the marketing mix. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM250H1,Prerequisite:,RSM251H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC5101,Thursday,—,17:00,19:00,Thursday,—,19:00,21:00,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,"Volpe, L.",of  available,0,56,Yes: 4 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5201,"Volpe, L.",of  available,26,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
COMPG,Marketing Research,RSM352H1-F,"Marketing research is studied from the perspective of the marketing manager. The course focuses on the initiation, design, and interpretation of research as an aid to marketing decision making. Case studies and projects are used to provide students with some practical research experiences. Not eligible for CR/NCR option. Contact Rotman Commerce for details.","ECO220Y1/ECO227Y1/(STA220H1, STA255H1)/(STA237H1, STA238H1)/(STA257H1, STA261H1)",Prerequisite:,RSM251H1/RSM350H1,Corequisite:,Social Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,Tuesday,—,15:00,17:00,,,,,"Tsai, C.",of  available,0,59,Yes: 0 student,Online - Synchronous,—,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Tsai, C.",of  available,1,55,Yes: 0 student,Online - Synchronous,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
COMPG,Consumer Behaviour,RSM353H1-F,"Formulating successful marketing strategies requires an understanding of consumers’ cultures, motivations, cognitions, and emotions. Students will learn how to use theoretical perspectives from psychology, economics, anthropology, and other disciplines to generate predictions about consumers, interpret consumer reactions to marketing stimuli, and develop rigorous skills in marketing analysis. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM251H1/RSM350H1,Corequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Thursday,—,13:00,15:00,Thursday,—,16:00,18:00,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,WO 30,https://map.utoronto.ca/?id=1809#!m/494558,"Hawkins, S.",of  available,6,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Snetsinger, D.",of  available,17,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Consumer Behaviour,RSM353H1-S,"Formulating successful marketing strategies requires an understanding of consumers’ cultures, motivations, cognitions, and emotions. Students will learn how to use theoretical perspectives from psychology, economics, anthropology, and other disciplines to generate predictions about consumers, interpret consumer reactions to marketing stimuli, and develop rigorous skills in marketing analysis. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM251H1/RSM350H1,Corequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Thursday,—,12:00,14:00,,,,,WO 25,https://map.utoronto.ca/?id=1809#!m/494558,,,,of  available,0,52,Yes: 29 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,
COMPG,Managing Customer Value,RSM355H1-S,"This course builds on the foundation developed in RSM250H1 (Principles of Marketing) in a competitive simulation environment. While RSM250H1 focuses on the fundamental marketing elements for operationalizing this basic philosophy - segmentation, targeting, positions and 3 of the 4 Ps, this course is designed to advance a participant's understanding of designing and implementing marketing strategies and explore the management of the 4th P (promotion) in greater depth. In particular, participants will make decisions about all 4 Ps simultaneously and manage the interactions between them. Not eligible for CR/NCR.",RSM250H1; Completion of 9.0 FCEs,Prerequisite:,RSM310H1 (Special Topics in Management: Managing Customer Value); offered in Winter 2019 and Winter 2020,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,16:00,18:00,,,,,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,,,"Soberman, D.",of  available,24,40,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
SDST,Theories of Sexuality,SDS355H1-S,"This course introduces students to key theories of sexuality and sexual diversity. The main goal is to create a framework for understanding sexuality at its intersections with race, gender, class, disability, citizenship status, and geography among other social relations and processes at an advanced level. Closely tracing sexuality’s intersections, course readings will draw upon critical race theory, postcolonial critique and decolonizing movements, women of colour feminisms, trans studies, and transnational sexuality and gender studies.",4.0 credits,Prerequisite:,UNI355H1,Exclusion:,Some coursework in intersectionality of gender or sexuality,Recommended Preparation:,Room,LEC0101,Wednesday,—,12:00,14:00,,,,,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,"Basile, E.",of  available,0,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humanities, Social Science",,,Distribution Requirement:,,
SLA,What's New? Polish Culture Today,SLA356H1-F,"The amazing cultural transformations of Poland in the last fifteen years within a changing Europe. The impact of these changes on Poland's social consciousness and perception of identity, history, and nationhood. The most recent literature, fine arts, music, and popular culture. Readings in English (Polish for majors).",SLA216Y1,Recommended Preparation:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Wednesday,—,12:00,14:00,,,,,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,,,"Jezyk, A.",of  available,23,35,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Foundations of AI for Management,RSM358H1-F,"Artificial intelligence — the application of machine-learning techniques to prediction problems historically performed by humans — is transforming business and society. This course provides a hands-on introduction to the wide variety of algorithms used in applications of machine-learning. The technical topics will include linear and non-linear regression models, classification algorithms, and more recent machine-learning techniques rooted in neuroscience like reinforcement learning and deep learning. Application topics will include predicting consumer choices, MLB salaries, and Super Mario Bros. There will be an emphasis on conceptual understanding, so that students can interpret the results of these techniques to support effective decision-making. The course will be complemented by many hands-on exercises using the R programming language.","ECO220Y1/ECO227Y1/(STA220H1, STA255H1)/(STA237H1, STA238H1)/(STA257H1, STA261H1); CSC108H1/CSC148H1",Prerequisite:,"RSM338H1, RSM313H1 (Special Topics in Management: Foundations of Artificial Intelligence for Management); offered in Fall 2020",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,11:00,13:00,,,,,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,,,"Senderovich, A.",of  available,32,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Physical and Mathematical Universes (5),,,Breadth Requirement:,,
COMPG,Human Resource Management,RSM361H1-F,"Human resource management is studied from the perspective of the manager/practitioner. The course focuses on decisions about when and whom to hire, how much to pay, what training to offer, and how to evaluate employees. Class exercises and projects are used to provide students with some practical experience with these topics. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM260H1,Prerequisite:,RSM460H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,09:00,11:00,Tuesday,—,11:00,13:00,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,"Rotundo, M.",of  available,26,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Rotundo, M.",of  available,1,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
COMPG,Human Resource Management,RSM361H1-S,"Human resource management is studied from the perspective of the manager/practitioner. The course focuses on decisions about when and whom to hire, how much to pay, what training to offer, and how to evaluate employees. Class exercises and projects are used to provide students with some practical experience with these topics. Not eligible for CR/NCR option. Contact Rotman Commerce for details.",RSM260H1,Prerequisite:,RSM460H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC5101,Tuesday,—,18:00,20:00,,,,,RT 142,https://map.utoronto.ca/?id=1809#!m/494538,,,"Rotundo, M.",of  available,0,50,Yes: 7 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
COMPG,Leading Across Differences,RSM362H1-F,This course makes linkages between a leader's stance and how strong preferences come to life and influence perspectives at the individual and organizational level. There is a deep exploration of one's knowledge system and a particular focus upon uncovering innovative frames around diversity that directly impact organizational strategy. Not eligible for CR/NCR option.,RSM315H1 - Leading Across Differences,Exclusion:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Friday,—,10:00,12:00,,,,,WO 25,https://map.utoronto.ca/?id=1809#!m/494558,,,"Ashraf, N.",of  available,1,35,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Leading Across Differences,RSM362H1-S,This course makes linkages between a leader's stance and how strong preferences come to life and influence perspectives at the individual and organizational level. There is a deep exploration of one's knowledge system and a particular focus upon uncovering innovative frames around diversity that directly impact organizational strategy. Not eligible for CR/NCR option.,RSM315H1 - Leading Across Differences,Exclusion:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Friday,—,10:00,12:00,,,,,WO 25,https://map.utoronto.ca/?id=1809#!m/494558,,,"Ashraf, N.",of  available,0,35,Yes: 6 students,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPG,Supply Chain Management,RSM370H1-F,Globalization increasingly intertwines the Canadian and world economies. Understanding how firms can successfully link with worldwide suppliers and markets is central to growth. Supply chain management issues covered include: advanced inventory and production models; supply contracts; the bullwhip effect; vendor-managed inventories; distribution strategies; third-party logistics; product variety; current information technology. Not eligible for CR/NCR option. Contact Rotman Commerce for details.,Completion of 9.0 credits,Prerequisite:,RSM270H1,Corequisite:,"RSM311H1 (Special Topics in Management: Supply Chain Management), offered in Winter 2011/Winter 2012/Fall 2012",Exclusion:,Room,LEC0101,Monday,—,09:00,11:00,,,,,WO 20,https://map.utoronto.ca/?id=1809#!m/494558,,,"Roshanaei, V.",of  available,11,50,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Science,,,Distribution Requirement:,,
SDST,Lesbian Studies: Identity/Theory/Culture,SDS377H1-S,"This multidisciplinary course examines multiple lesbian identities that have varied in time and place. The course will pose such questions as: What does lesbian mean? Why have changes occurred in meaning? How has the identity of lesbian been culturally represented and politically expressed in various social and political contexts? It will also take up contemporary theoretical, cultural, and political understandings of lesbianism.",0.5 credit in SDS,Prerequisite:,UNI377H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,LEC0101,Wednesday,—,14:00,17:00,,,,,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,"Smith, T.",of  available,19,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
POL,Sex and the State,JPS378H1-S,"What role have sex and sexuality played in the formation of the modern nation State? How has the State regulated sex? This course explores these questions with a theoretical focus on biopolitics. We will proceed in two parts. First, we engage Foucault’s  and its reception by postcolonial theorists, focusing on questions of state building. The second part of the course shifts examination from State formation to contemporary forms of sexual regulation by the State. This includes maintenance of the public/private divide, citizenship law and nationalism, administrative violence and the prison industrial complex, and neoliberalism and BDSM. By the end of the course, students are able to apply core theoretical concepts and identify forms of contemporary sexual regulation in a variety of Western and non-Western contexts.",A combined minimum of 1.0 credit from POL and/or SDS courses,Prerequisite:,POL378H1 (Topics in Comparative Politics II: Sex and the State); offered in Fall 2017 and Fall 2018; SDS375H1 (Special Topics in Sexual Diversity Studies A: Sex and the State); offered in Fall 2017 and Fall 2018,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,,,,,RW 140,https://map.utoronto.ca/?id=1809#!m/494515,,,"Moreau, J.",of  available,0,70,Yes: 38 students,In Person (See Delivery Instructions.),,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),Sexual Diversity Studies     (Faculty of Arts and Science),,,,,,,,,,,,,,,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
SDST,Queer Youth Studies in Education,SDS378H1-F,"Experiences of queer youth are explored in various education settings through academic research, personal essays, and visual and performing arts to investigate how queer youth define themselves, what they are learning, the curriculum and pedagogy used in the learning process and the possibilities of said learning for social change, individual and community well-being.",0.5 credit in SDS,Prerequisite:,UNI378H1; UNI376H1 (2013-2014 session),Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,LEC0101,Wednesday,—,12:00,14:00,,,,,EM 108,https://map.utoronto.ca/?id=1809#!m/494463,,,"Pereira, D.",of  available,16,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Society and its Institutions (3),,,Breadth Requirement:,,
SDST,Intro to Trans Studies,SDS381H1-F,"This course examines current and historical transgender issues by exploring legal and health care issues, politics, mainstream and other media representations (including films, interviews, and other genres); as well as current and historical advocacy and community work in relation to power structures such as the nation-state, race, disability, and sexuality.","Completion of one 0.5 FCE from SDS, WGS or EQS courses or permission of the instructor.",Prerequisite:,SDS375H1F (Fall 2016),Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,LEC0101,Monday,—,12:00,14:00,,,,,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,"Sanchinel, S.",of  available,19,45,Yes: 0 student,In Person,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1240 MA SEXUAL DIVERSITY STUDIES,ASMIN1240 MI SEXUAL DIVERSITY STUDIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSPE1240 SP SEXUAL DIVERSITY STUDIES,"Thought, Belief and Behaviour (2)",,,Breadth Requirement:,,
SDST,Intro to Queer of Colour Critique,SDS382H1-F,"This course provides an introduction to the intersections between race, gender and sexuality through an exploration of the political theories, activisms and cultural forms of LGBTQ people of colour. It examines the emergence of queer of colour theory and critiques, and the ways in which the intersections of race, gender and sexuality figure in national, global, economic, & cultural structures.",0.5 credit in SDS,Prerequisite:,SDS376H1 (Special Topics in Sexual Diversity Studies B: Intro to Queer of Colour Critique); offered in Winter 2017,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,LEC0101,Thursday,—,15:00,17:00,,,,,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,"Minai, N.",of  available,23,45,Yes: 0 student,In Person,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1240 MA SEXUAL DIVERSITY STUDIES,ASMIN1240 MI SEXUAL DIVERSITY STUDIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASSPE1240 SP SEXUAL DIVERSITY STUDIES,Creative and Cultural Representations (1),,,Breadth Requirement:,,
SDST,Queer Indigenous Politics and Cultures,SDS385H1-S,"This upper level course introduces students to questions of gender, sexuality, two-spirit, and same-sex desire at the intersections of race, indigeneity, and the violences of settler colonialism. Students will engage with work by scholars, activists, and artists in the fields of indigenous and queer studies, decolonizing activism, and cultural production.",0.5 credit in SDS/INS,Prerequisite:,SDS375H1 (Special Topics in Sexual Diversity Studies A: Indigeneity & Sexuality); offered in Winter 2019,Exclusion:,Some coursework in indigenous culture and history in Canada/US,Recommended Preparation:,Room,LEC0101,Wednesday,—,10:00,12:00,,,,,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,,of  available,19,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humanities, Social Science",,,Distribution Requirement:,—,
COMPG,Creative Destruction Lab – Introductory Course,RSM391H1-F,"This course is suitable for students interested in pursuing careers in strategy, innovation, entrepreneurship, entrepreneurial finance, new product development, and economic development policy. The course will introduce students to a framework for developing an entrepreneurial strategy. This involves the key choices of customer, competition, technology and identity as well as whether ventures pursue a control versus execution focus. The course will also provide a discussion of intellectual property strategies for technology entrepreneurs.","As part of the preparation for the CDL Advanced course, this course will also introduce you to the business of artificial intelligence. You will explore what machine learning is, what its economic properties are, how it impacts on strategy, its risks and legal implications. As most ventures in the Toronto CDL have AI cores, this will be essential preparation for that as well as an introduction to AI in the real business world.",Prerequisite:,This course is a prerequisite for students wanting to apply for the Creative Destruction Lab (CDL) Advanced Course RSM2013Y/RSM498Y1 where students will have the opportunity to work directly with a CDL venture. Interested students should familiarize themselves with the Creative Destruction Lab and its various activities prior to registering for this course. You can find more information from our website at www.creativedestructionlab.com.,Exclusion:,Completion of 9.0 credits.,Distribution Requirement:,Room,LEC9901,2.0 hours / week,,,,,,,,,,,,"Lederman, M.",of  available,4,50,Yes: 0 student,Asynchronous,—,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSM319H1 (Special Topics in Management: Creative Destruction Lab Intro); offered in Winter 2020/Summer 2020/Fall 2020/Winter 2021,,,Breadth Requirement:,,
COMPG,Creative Destruction Lab – Introductory Course,RSM391H1-S,"This course is suitable for students interested in pursuing careers in strategy, innovation, entrepreneurship, entrepreneurial finance, new product development, and economic development policy. The course will introduce students to a framework for developing an entrepreneurial strategy. This involves the key choices of customer, competition, technology and identity as well as whether ventures pursue a control versus execution focus. The course will also provide a discussion of intellectual property strategies for technology entrepreneurs.","As part of the preparation for the CDL Advanced course, this course will also introduce you to the business of artificial intelligence. You will explore what machine learning is, what its economic properties are, how it impacts on strategy, its risks and legal implications. As most ventures in the Toronto CDL have AI cores, this will be essential preparation for that as well as an introduction to AI in the real business world.",Prerequisite:,This course is a prerequisite for students wanting to apply for the Creative Destruction Lab (CDL) Advanced Course RSM2013Y/RSM498Y1 where students will have the opportunity to work directly with a CDL venture. Interested students should familiarize themselves with the Creative Destruction Lab and its various activities prior to registering for this course. You can find more information from our website at www.creativedestructionlab.com.,Exclusion:,Completion of 9.0 credits.,Distribution Requirement:,Room,LEC9901,2.0 hours / week,,,,,,,,,,,,"Gans, J.",of  available,0,50,Yes: 0 student,Asynchronous,—,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSM319H1 (Special Topics in Management: Creative Destruction Lab Intro); offered in Winter 2020/Summer 2020/Fall 2020/Winter 2021,,,Breadth Requirement:,,
COMPG,Strategic Management,RSM392H1-F,"Introduces core ideas, concepts and models in the area of Strategic Management. Addresses the following questions: Why does firm performance vary across industries, and across firms within a given industry? What types of competitive strategies can managers pursue? When are different types of strategies more or less likely to be successful? Not eligible for CR/NCR option. Contact Rotman Commerce for details.",Completion of 9.0 credits; RSM219H1; RSM222H1,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Monday,—,09:00,11:00,Monday,—,11:00,13:00,WW 126,https://map.utoronto.ca/?id=1809#!m/494547,WW 126,https://map.utoronto.ca/?id=1809#!m/494547,"Dimitriadis, S.",of  available,0,65,Yes: 0 student,In Person,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),Year 4   Rotman Commerce   (Faculty of Arts and Science),Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,"Dimitriadis, S.",of  available,1,65,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0301,Wednesday,—,09:00,11:00,"Dimitriadis, S.",of  available,0,55,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 3   Rotman Commerce   (Faculty of Arts and Science),,SS 1084,https://map.utoronto.ca/?id=1809#!m/494510,,—,Year 4   Rotman Commerce   (Faculty of Arts and Science)
